order_id,customer_id,company_name,employee_id,order_date,unit_price,quantity,discount,required_date,shipped_date,ship_via,freight,product_id,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country
10390,ERNSH,Ernst Handel,6,1996-12-23,10,60,0.1,1997-01-20,1996-12-26,1,126.38,31,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10391,DRACD,Drachenblut Delikatessen,3,1996-12-23,4.8,18,0,1997-01-20,1996-12-31,3,5.45,13,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany
10392,PICCO,Piccolo und mehr,2,1996-12-24,28.8,50,0,1997-01-21,1997-01-01,3,122.46,69,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10393,SAVEA,Save-a-lot Markets,1,1996-12-25,15.2,25,0.25,1997-01-22,1997-01-03,3,126.56,2,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10394,HUNGC,Hungry Coyote Import Store,1,1996-12-25,4.8,10,0,1997-01-22,1997-01-03,3,30.34,13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10395,HILAA,HILARION-Abastos,6,1996-12-26,9.6,28,0.1,1997-01-23,1997-01-03,1,184.41,46,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10396,FRANK,Frankenversand,1,1996-12-27,7.2,40,0,1997-01-10,1997-01-06,3,135.35,23,Frankenversand,Berliner Platz 43,München,,80805,Germany
10397,PRINI,Princesa Isabel Vinhos,5,1996-12-27,8,10,0.15,1997-01-24,1997-01-02,1,60.26,21,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10398,SAVEA,Save-a-lot Markets,2,1996-12-30,14.4,30,0,1997-01-27,1997-01-09,3,89.16,35,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10399,VAFFE,Vaffeljernet,8,1996-12-31,10,60,0,1997-01-14,1997-01-08,3,27.36,68,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10400,EASTC,Eastern Connection,1,1997-01-01,99,21,0,1997-01-29,1997-01-16,3,83.93,29,Eastern Connection,35 King George,London,,WX3 6FW,UK
10401,RATTC,Rattlesnake Canyon Grocery,1,1997-01-01,20.7,18,0,1997-01-29,1997-01-10,1,12.51,30,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10402,ERNSH,Ernst Handel,8,1997-01-02,7.2,60,0,1997-02-13,1997-01-10,2,67.88,23,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10403,ERNSH,Ernst Handel,4,1997-01-03,13.9,21,0.15,1997-01-31,1997-01-09,3,73.79,16,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10404,MAGAA,Magazzini Alimentari Riuniti,2,1997-01-03,24.9,30,0.05,1997-01-31,1997-01-08,1,155.97,26,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10405,LINOD,LINO-Delicateses,1,1997-01-06,8,50,0,1997-02-03,1997-01-22,1,34.82,3,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
11074,SIMOB,Simons bistro,7,1998-05-06,17.45,14,0.05,1998-06-03,,2,18.44,16,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10406,QUEEN,Queen Cozinha,7,1997-01-07,14.4,10,0,1997-02-18,1997-01-13,1,108.04,1,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10407,OTTIK,Ottilies Käseladen,2,1997-01-07,16.8,30,0,1997-02-04,1997-01-30,2,91.48,11,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10408,FOLIG,Folies gourmandes,8,1997-01-08,20.8,10,0,1997-02-05,1997-01-14,1,11.26,37,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
10409,OCEAN,Océano Atlántico Ltda.,3,1997-01-09,18.6,12,0,1997-02-06,1997-01-14,1,29.83,14,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
10410,BOTTM,Bottom-Dollar Markets,3,1997-01-10,2,49,0,1997-02-07,1997-01-15,3,2.4,33,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10411,BOTTM,Bottom-Dollar Markets,9,1997-01-10,7.7,25,0.2,1997-02-07,1997-01-21,3,23.65,41,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10412,WARTH,Wartian Herkku,8,1997-01-13,18.6,20,0.1,1997-02-10,1997-01-15,2,3.77,14,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10413,LAMAI,La maison d'Asie,3,1997-01-14,14.4,24,0,1997-02-11,1997-01-16,2,95.66,1,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10414,FAMIA,Familia Arquibaldo,2,1997-01-14,7.3,18,0.05,1997-02-11,1997-01-17,3,21.48,19,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10415,HUNGC,Hungry Coyote Import Store,3,1997-01-15,31.2,2,0,1997-02-12,1997-01-24,1,0.2,17,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10416,WARTH,Wartian Herkku,8,1997-01-16,7.3,20,0,1997-02-13,1997-01-27,3,22.72,19,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10417,SIMOB,Simons bistro,4,1997-01-16,210.8,50,0,1997-02-13,1997-01-28,3,70.29,38,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10418,QUICK,QUICK-Stop,4,1997-01-17,15.2,60,0,1997-02-14,1997-01-24,1,17.55,2,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10419,RICSU,Richter Supermarkt,4,1997-01-20,27.2,60,0.05,1997-02-17,1997-01-30,2,137.35,60,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10420,WELLI,Wellington Importadora,3,1997-01-21,77.6,20,0.1,1997-02-18,1997-01-27,1,44.12,9,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10421,QUEDE,Que Delícia,8,1997-01-21,7.3,4,0.15,1997-03-04,1997-01-27,1,99.23,19,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10422,FRANS,Franchi S.p.A.,2,1997-01-22,24.9,2,0,1997-02-19,1997-01-31,1,3.02,26,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
10423,GOURL,Gourmet Lanchonetes,6,1997-01-23,10,14,0,1997-02-06,1997-02-24,3,24.5,31,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10424,MEREP,Mère Paillarde,7,1997-01-23,14.4,60,0.2,1997-02-20,1997-01-27,2,370.61,35,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10425,LAMAI,La maison d'Asie,6,1997-01-24,19.2,10,0.25,1997-02-21,1997-02-14,2,7.93,55,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10426,GALED,Galería del gastrónomo,4,1997-01-27,30.4,5,0,1997-02-24,1997-02-06,1,18.69,56,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain
10427,PICCO,Piccolo und mehr,4,1997-01-27,18.6,35,0,1997-02-24,1997-03-03,2,31.29,14,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10428,REGGC,Reggiani Caseifici,7,1997-01-28,9.6,20,0,1997-02-25,1997-02-04,1,11.09,46,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10429,HUNGO,Hungry Owl All-Night Grocers,3,1997-01-29,13,40,0,1997-03-12,1997-02-07,2,56.63,50,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10430,ERNSH,Ernst Handel,4,1997-01-30,31.2,45,0.2,1997-02-13,1997-02-03,1,458.78,17,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10431,BOTTM,Bottom-Dollar Markets,4,1997-01-30,31.2,50,0.25,1997-02-13,1997-02-07,2,44.17,17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10432,SPLIR,Split Rail Beer & Ale,3,1997-01-31,24.9,10,0,1997-02-14,1997-02-07,2,4.34,26,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10433,PRINI,Princesa Isabel Vinhos,3,1997-02-03,30.4,28,0,1997-03-03,1997-03-04,3,73.83,56,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10434,FOLKO,Folk och fä HB,3,1997-02-03,16.8,6,0,1997-03-03,1997-02-13,2,17.92,11,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10435,CONSH,Consolidated Holdings,8,1997-02-04,15.2,10,0,1997-03-18,1997-02-07,2,9.21,2,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10436,BLONP,Blondesddsl père et fils,3,1997-02-05,9.6,5,0,1997-03-05,1997-02-11,2,156.66,46,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10437,WARTH,Wartian Herkku,8,1997-02-05,26.2,15,0,1997-03-05,1997-02-12,1,19.97,53,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10438,TOMSP,Toms Spezialitäten,3,1997-02-06,7.3,15,0.2,1997-03-06,1997-02-14,2,8.24,19,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10439,MEREP,Mère Paillarde,6,1997-02-07,30.4,15,0,1997-03-07,1997-02-10,3,4.07,12,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10440,SAVEA,Save-a-lot Markets,4,1997-02-10,15.2,45,0.15,1997-03-10,1997-02-28,2,86.53,2,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10441,OLDWO,Old World Delicatessen,3,1997-02-10,35.1,50,0,1997-03-24,1997-03-14,2,73.02,27,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10442,ERNSH,Ernst Handel,3,1997-02-11,16.8,30,0,1997-03-11,1997-02-18,2,47.94,11,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10443,REGGC,Reggiani Caseifici,8,1997-02-12,16.8,6,0.2,1997-03-12,1997-02-14,1,13.95,11,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10444,BERGS,Berglunds snabbköp,3,1997-02-12,31.2,10,0,1997-03-12,1997-02-21,3,3.5,17,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10445,BERGS,Berglunds snabbköp,3,1997-02-13,14.4,6,0,1997-03-13,1997-02-20,1,9.3,39,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10446,TOMSP,Toms Spezialitäten,6,1997-02-14,7.3,12,0.1,1997-03-14,1997-02-19,1,14.68,19,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10447,RICAR,Ricardo Adocicados,4,1997-02-14,7.3,40,0,1997-03-14,1997-03-07,2,68.66,19,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10448,RANCH,Rancho grande,4,1997-02-17,24.9,6,0,1997-03-17,1997-02-24,2,38.82,26,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10449,BLONP,Blondesddsl père et fils,3,1997-02-18,24.8,14,0,1997-03-18,1997-02-27,2,53.3,10,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10450,VICTE,Victuailles en stock,8,1997-02-19,24.8,20,0.2,1997-03-19,1997-03-11,2,7.23,10,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10451,QUICK,QUICK-Stop,4,1997-02-19,19.2,120,0.1,1997-03-05,1997-03-12,3,189.09,55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10452,SAVEA,Save-a-lot Markets,8,1997-02-20,36.4,15,0,1997-03-20,1997-02-26,1,140.26,28,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10453,AROUT,Around the Horn,1,1997-02-21,10.2,15,0.1,1997-03-21,1997-02-26,2,25.36,48,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10454,LAMAI,La maison d'Asie,4,1997-02-21,13.9,20,0.2,1997-03-21,1997-02-25,3,2.74,16,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10455,WARTH,Wartian Herkku,8,1997-02-24,14.4,20,0,1997-04-07,1997-03-03,2,180.45,39,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10456,KOENE,Königlich Essen,8,1997-02-25,8,40,0.15,1997-04-08,1997-02-28,2,8.12,21,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10457,KOENE,Königlich Essen,2,1997-02-25,44,36,0,1997-03-25,1997-03-03,1,11.57,59,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10458,SUPRD,Suprêmes délices,7,1997-02-26,24.9,30,0,1997-03-26,1997-03-04,3,147.06,26,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10459,VICTE,Victuailles en stock,4,1997-02-27,24,16,0.05,1997-03-27,1997-02-28,2,25.09,7,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10460,FOLKO,Folk och fä HB,8,1997-02-28,10,21,0.25,1997-03-28,1997-03-03,1,16.27,68,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10461,LILAS,LILA-Supermercado,1,1997-02-28,8,40,0.25,1997-03-28,1997-03-05,3,148.61,21,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10462,CONSH,Consolidated Holdings,2,1997-03-03,4.8,1,0,1997-03-31,1997-03-18,1,6.17,13,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10463,SUPRD,Suprêmes délices,5,1997-03-04,7.3,21,0,1997-04-01,1997-03-06,3,14.78,19,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10464,FURIB,Furia Bacalhau e Frutos do Mar,4,1997-03-04,17.6,16,0.2,1997-04-01,1997-03-14,2,89,4,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10465,VAFFE,Vaffeljernet,1,1997-03-05,3.6,25,0,1997-04-02,1997-03-14,3,145.04,24,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10466,COMMI,Comércio Mineiro,4,1997-03-06,16.8,10,0,1997-04-03,1997-03-13,1,11.93,11,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
10467,MAGAA,Magazzini Alimentari Riuniti,8,1997-03-06,3.6,28,0,1997-04-03,1997-03-11,2,4.93,24,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10468,KOENE,Königlich Essen,3,1997-03-07,20.7,8,0,1997-04-04,1997-03-12,3,44.12,30,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10469,WHITC,White Clover Markets,1,1997-03-10,15.2,40,0.15,1997-04-07,1997-03-14,1,60.18,2,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10470,BONAP,Bon app',4,1997-03-11,50,30,0,1997-04-08,1997-03-14,2,64.56,18,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10471,BSBEV,B's Beverages,2,1997-03-11,24,30,0,1997-04-08,1997-03-18,3,45.59,7,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10472,SEVES,Seven Seas Imports,8,1997-03-12,3.6,80,0.05,1997-04-09,1997-03-19,1,4.2,24,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10473,ISLAT,Island Trading,1,1997-03-13,2,12,0,1997-03-27,1997-03-21,3,16.37,33,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10474,PERIC,Pericles Comidas clásicas,5,1997-03-13,18.6,12,0,1997-04-10,1997-03-21,2,83.49,14,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10475,SUPRD,Suprêmes délices,9,1997-03-14,10,35,0.15,1997-04-11,1997-04-04,1,68.52,31,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10476,HILAA,HILARION-Abastos,8,1997-03-17,19.2,2,0.05,1997-04-14,1997-03-24,3,4.41,55,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10477,PRINI,Princesa Isabel Vinhos,5,1997-03-17,14.4,15,0,1997-04-14,1997-03-25,2,13.02,1,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10478,VICTE,Victuailles en stock,2,1997-03-18,24.8,20,0.05,1997-04-01,1997-03-26,3,4.81,10,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10479,RATTC,Rattlesnake Canyon Grocery,3,1997-03-19,210.8,30,0,1997-04-16,1997-03-21,3,708.95,38,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10480,FOLIG,Folies gourmandes,6,1997-03-20,7.6,30,0,1997-04-17,1997-03-24,2,1.35,47,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
10481,RICAR,Ricardo Adocicados,8,1997-03-20,16,24,0,1997-04-17,1997-03-25,2,64.33,49,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10482,LAZYK,Lazy K Kountry Store,1,1997-03-21,14.7,10,0,1997-04-18,1997-04-10,3,7.48,40,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10483,WHITC,White Clover Markets,7,1997-03-24,11.2,35,0.05,1997-04-21,1997-04-25,2,15.28,34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10484,BSBEV,B's Beverages,3,1997-03-24,8,14,0,1997-04-21,1997-04-01,3,6.88,21,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10485,LINOD,LINO-Delicateses,4,1997-03-25,15.2,20,0.1,1997-04-08,1997-03-31,2,64.45,2,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10486,HILAA,HILARION-Abastos,1,1997-03-26,16.8,5,0,1997-04-23,1997-04-02,2,30.53,11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10487,QUEEN,Queen Cozinha,2,1997-03-26,7.3,5,0,1997-04-23,1997-03-28,2,71.07,19,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10488,FRANK,Frankenversand,8,1997-03-27,44,30,0,1997-04-24,1997-04-02,2,4.93,59,Frankenversand,Berliner Platz 43,München,,80805,Germany
10489,PICCO,Piccolo und mehr,6,1997-03-28,16.8,15,0.25,1997-04-25,1997-04-09,2,5.29,11,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10490,HILAA,HILARION-Abastos,7,1997-03-31,44,60,0,1997-04-28,1997-04-03,2,210.19,59,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10491,FURIB,Furia Bacalhau e Frutos do Mar,8,1997-03-31,15.5,15,0.15,1997-04-28,1997-04-08,3,16.96,44,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10492,BOTTM,Bottom-Dollar Markets,3,1997-04-01,11.2,60,0.05,1997-04-29,1997-04-11,1,62.89,25,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10493,LAMAI,La maison d'Asie,4,1997-04-02,16.8,15,0.1,1997-04-30,1997-04-10,3,10.64,65,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10494,COMMI,Comércio Mineiro,4,1997-04-02,30.4,30,0,1997-04-30,1997-04-09,2,65.99,56,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
10495,LAUGB,Laughing Bacchus Wine Cellars,3,1997-04-03,7.2,10,0,1997-05-01,1997-04-11,3,4.65,23,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10496,TRADH,Tradição Hipermercados,7,1997-04-04,10,20,0.05,1997-05-02,1997-04-07,2,46.77,31,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10497,LEHMS,Lehmanns Marktstand,7,1997-04-04,30.4,14,0,1997-05-02,1997-04-07,1,36.21,56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10498,HILAA,HILARION-Abastos,8,1997-04-07,4.5,14,0,1997-05-05,1997-04-11,2,29.75,24,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10499,LILAS,LILA-Supermercado,4,1997-04-08,45.6,20,0,1997-05-06,1997-04-16,2,102.02,28,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10500,LAMAI,La maison d'Asie,6,1997-04-09,15.5,12,0.05,1997-05-07,1997-04-17,1,42.68,15,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10501,BLAUS,Blauer See Delikatessen,9,1997-04-09,7.45,20,0,1997-05-07,1997-04-16,3,8.85,54,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10502,PERIC,Pericles Comidas clásicas,2,1997-04-10,9.5,21,0,1997-05-08,1997-04-29,1,69.32,45,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10503,HUNGO,Hungry Owl All-Night Grocers,6,1997-04-11,23.25,70,0,1997-05-09,1997-04-16,2,16.74,14,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10504,WHITC,White Clover Markets,4,1997-04-11,19,12,0,1997-05-09,1997-04-18,3,59.13,2,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10505,MEREP,Mère Paillarde,3,1997-04-14,49.3,3,0,1997-05-12,1997-04-21,3,7.13,62,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10506,KOENE,Königlich Essen,9,1997-04-15,14,18,0.1,1997-05-13,1997-05-02,2,21.19,25,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10507,ANTON,Antonio Moreno Taquería,7,1997-04-15,46,15,0.15,1997-05-13,1997-04-22,1,47.45,43,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10508,OTTIK,Ottilies Käseladen,1,1997-04-16,6,10,0,1997-05-14,1997-05-13,2,4.99,13,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10509,BLAUS,Blauer See Delikatessen,4,1997-04-17,45.6,3,0,1997-05-15,1997-04-29,1,0.15,28,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10510,SAVEA,Save-a-lot Markets,6,1997-04-18,123.79,36,0,1997-05-16,1997-04-28,3,367.63,29,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10511,BONAP,Bon app',4,1997-04-18,22,50,0.15,1997-05-16,1997-04-21,3,350.64,4,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10512,FAMIA,Familia Arquibaldo,7,1997-04-21,4.5,10,0.15,1997-05-19,1997-04-24,2,3.53,24,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10513,WANDK,Die Wandernde Kuh,7,1997-04-22,10,40,0.2,1997-06-03,1997-04-28,1,105.65,21,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10514,ERNSH,Ernst Handel,3,1997-04-22,81,39,0,1997-05-20,1997-05-16,2,789.95,20,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10515,QUICK,QUICK-Stop,2,1997-04-23,97,16,0.15,1997-05-07,1997-05-23,1,204.47,9,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10516,HUNGO,Hungry Owl All-Night Grocers,2,1997-04-24,62.5,25,0.1,1997-05-22,1997-05-01,3,62.78,18,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10517,NORTS,North/South,3,1997-04-24,7,6,0,1997-05-22,1997-04-29,3,32.07,52,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK
10518,TORTU,Tortuga Restaurante,4,1997-04-25,4.5,5,0,1997-05-09,1997-05-05,2,218.15,24,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10519,CHOPS,Chop-suey Chinese,6,1997-04-28,31,16,0.05,1997-05-26,1997-05-01,3,91.76,10,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10520,SANTG,Santé Gourmet,7,1997-04-29,4.5,8,0,1997-05-27,1997-05-01,1,13.37,24,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10521,CACTU,Cactus Comidas para llevar,8,1997-04-29,18,3,0,1997-05-27,1997-05-02,2,17.22,35,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10522,LEHMS,Lehmanns Marktstand,4,1997-04-30,18,40,0.2,1997-05-28,1997-05-06,1,45.33,1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10523,SEVES,Seven Seas Imports,7,1997-05-01,39,25,0.1,1997-05-29,1997-05-30,2,77.63,17,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10524,BERGS,Berglunds snabbköp,1,1997-05-01,31,2,0,1997-05-29,1997-05-07,2,244.79,10,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10525,BONAP,Bon app',1,1997-05-02,19,30,0,1997-05-30,1997-05-23,2,11.06,36,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10526,WARTH,Wartian Herkku,4,1997-05-05,18,8,0.15,1997-06-02,1997-05-15,2,58.59,1,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10527,QUICK,QUICK-Stop,7,1997-05-05,22,50,0.1,1997-06-02,1997-05-07,1,41.9,4,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10528,GREAL,Great Lakes Food Market,6,1997-05-06,21,3,0,1997-05-20,1997-05-09,2,3.35,11,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10529,MAISD,Maison Dewey,5,1997-05-07,24,14,0,1997-06-04,1997-05-09,2,66.69,55,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10530,PICCO,Piccolo und mehr,3,1997-05-08,39,40,0,1997-06-05,1997-05-12,2,339.22,17,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10531,OCEAN,Océano Atlántico Ltda.,7,1997-05-08,55,2,0,1997-06-05,1997-05-19,1,8.12,59,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
10532,EASTC,Eastern Connection,7,1997-05-09,25.89,15,0,1997-06-06,1997-05-12,3,74.46,30,Eastern Connection,35 King George,London,,WX3 6FW,UK
